NUMLINK,ResourceID,External_Identifier_Type,NMRW_External_Xref,External_Source
6085130,408550,LB2,11620,Cadw
6085132,408552,PRN,16699,Clwyd-Powys Historic Environment Record
6085139,408560,LB2,17007,Cadw
6085141,408562,PRN,16391,Clwyd-Powys Historic Environment Record
6085141,408562,LB2,17367,Cadw
6085144,408565,LB2,17745,Cadw
6085151,408566,LB2,24180,Cadw
6085152,408576,LB2*,2253,Cadw
6085159,408588,PRN,35623,Dyfed Historic Environment Record
6085160,408589,PRN,35621,Dyfed Historic Environment Record
6085161,408595,PRN,13096,Dyfed Historic Environment Record
6085163,408597,PRN,45142,Dyfed Historic Environment Record
6085175,408609,PRN,45132,Dyfed Historic Environment Record
6085176,408610,LB2,2494,Cadw
6085180,408614,PRN,97109,Clwyd-Powys Historic Environment Record
6085181,408615,PRN,97108,Clwyd-Powys Historic Environment Record
6085182,408616,PRN,97107,Clwyd-Powys Historic Environment Record
6085186,408621,LB2,11387,Cadw
6085186,408621,PRN,1878m,Glamorgan-Gwent Historic Environment Record
6085185,408625,LB2,18644,Cadw
6085197,408631,LB2,24667,Cadw
6085202,408633,LB2,22986,Cadw
6085209,408634,SAM,DE095,Cadw
6085199,408638,LB2,11441,Cadw
6085208,408645,LB2,25334,Cadw
6085211,408647,LB2,14771,Cadw
6085220,408648,SAM,MG334,Cadw
6085223,408649,LB2,86802,Cadw
6085225,408665,LB2,4100,Cadw
6085228,408667,SAM,RD270,Cadw
6085237,408673,LB2,19657,Cadw
6085240,408680,SAM,CN353,Cadw
6085248,408682,LB2,10489,Cadw
6085249,408683,LB2,10455,Cadw
6085257,408688,LB2,10464,Cadw
6085259,408689,LB2,23312,Cadw
6085251,408690,LB2,12781,Cadw
6085251,408690,PRN,58940,Dyfed Historic Environment Record
6085254,408693,LB2,10554,Cadw
6085255,408694,LB2,13103,Cadw
6085273,408715,LB2*,22530,Cadw
6085277,408722,LB2,26583,Cadw
6085282,408735,LB2,27125,Cadw
6085291,408749,LB2,81214,Cadw
6085295,408751,PRN,16428,Clwyd-Powys Historic Environment Record
6085303,408752,LB2,18342,Cadw
6085305,408754,LB2,17287,Cadw
6085300,408762,LB2*,8803,Cadw
6085302,408764,LB2,16698,Cadw
6085306,408765,LB2,27098,Cadw
6085307,408770,LB2,11223,Cadw
6085308,408771,LB2,23234,Cadw
6085319,408786,SAM,BR390,Cadw
6085320,408787,SAM,BR391,Cadw
6085321,408788,SAM,BR392,Cadw
6085322,408789,SAM,BR393,Cadw
6085327,408797,SAM,DE307,Cadw
6085337,408809,SAM,BR406,Cadw
6085360,408847,LB2,2587,Cadw
6085361,408848,LB2,81794,Cadw
6085362,408849,LB2,21385,Cadw
6085394,408853,SAM,GM618,Cadw
6085402,408897,SAM,PE452,Cadw
6085404,408899,LB2,86801,Cadw
6085408,408906,LB2,19878,Cadw
6085418,408920,LB2,23875,Cadw
6085419,408921,LB2,22712,Cadw
6085420,408922,LB2,26489,Cadw
6085421,408925,LB2,15060,Cadw
6085422,408926,LB2,26158,Cadw
6085426,408935,LB2,21687,Cadw
6085427,408936,LB2,19339,Cadw
6085428,408940,LB2,26469,Cadw
6085435,408947,LB2,24341,Cadw
6085434,408950,LB2,86840,Cadw
6085441,408961,LB2,87520,Cadw
6085467,409000,LB2,10530,Cadw
6085468,409001,LB2,19369,Cadw
6085469,409002,LB2,2491,Cadw
6085471,409003,LB2,26243,Cadw
6085475,409016,LB2,81289,Cadw
6085477,409017,LB2*,27147,Cadw
6085478,409026,LB2,2722,Cadw
6085482,409034,SAM,AN140,Cadw
6085500,409061,LB2,18506,Cadw
6085505,409066,LB2,27093,Cadw
6085515,409088,PRN,09221g,Glamorgan-Gwent Historic Environment Record
6085516,409089,PRN,01560g,Glamorgan-Gwent Historic Environment Record
6085524,409111,LB2,5155,Cadw
6085525,409112,LB2,21500,Cadw
6085526,409113,LB2,82346,Cadw
6085527,409114,LB2,22752,Cadw
6085534,409123,LB2,87589,Cadw
6085546,409140,LB1,18626,Cadw
6085575,409178,PRN,09225g,Glamorgan-Gwent Historic Environment Record
6085592,409206,LB2,19611,Cadw
6085593,409207,LB2,5256,Cadw
6085595,409211,LB2,21648,Cadw
6085599,409216,LB2,85051,Cadw
6085604,409219,LB2,83415,Cadw
6085602,409222,LB2,17678,Cadw
6085645,409267,PRN,34925,Dyfed Historic Environment Record
6085647,409269,PRN,34927,Dyfed Historic Environment Record
6085666,409296,LB2,81805,Cadw
6085669,409302,LB2,16500,Cadw
6085670,409306,LB2,3056,Cadw
6085674,409321,LB2,23568,Cadw
6085675,409322,LB2,23594,Cadw
6085676,409323,LB2,23619,Cadw
6085677,409324,LB2,23629,Cadw
6085678,409325,LB2,23604,Cadw
6085679,409326,LB2,23577,Cadw
6085695,409348,PRN,20671,Gwynedd Historic Environment Record
6085697,409356,LB2,11544,Cadw
6085704,409367,LB2,16163,Cadw
6085709,409376,LB2,20957,Cadw
6085716,409382,SAM,ME231,Cadw
6085718,409386,PRN,20998,Gwynedd Historic Environment Record
6085723,409393,LB2,86953,Cadw
6085731,409400,LB2,18332,Cadw
6085741,409412,PRN,7480,Gwynedd Historic Environment Record
6085768,409441,LB2,84011,Cadw
6085769,409442,LB2,83966,Cadw
6085854,409540,LB2*,1049,Cadw
6085860,409556,LB2,27125,Cadw
6085865,409561,LB2,14623,Cadw
6085869,409563,LB2,21805,Cadw
6085889,409588,LB2,81279,Cadw
6085893,409599,LB2,83257,Cadw
6085895,409601,LB2,11616,Cadw
6085904,409610,LB2,12899,Cadw
6085906,409612,LB2*,352,Cadw
6085912,409618,LB2,20519,Cadw
6085917,409623,LB2*,25241,Cadw
6085921,409628,LB2,14350,Cadw
6085922,409629,PRN,19172,Clwyd-Powys Historic Environment Record
6085924,409636,PRN,34911,Clwyd-Powys Historic Environment Record
6085925,409637,PRN,34912,Clwyd-Powys Historic Environment Record
6085928,409640,PRN,34910,Clwyd-Powys Historic Environment Record
6085929,409641,PRN,34923,Clwyd-Powys Historic Environment Record
6085936,409647,LB2,26751,Cadw
6085945,409655,LB2,23916,Cadw
6085952,409665,LB2,25744,Cadw
6085949,409666,LB2*,85215,Cadw
6085957,409675,LB2,5846,Cadw
6085959,409677,LB2,3532,Cadw
6085962,409680,LB2,3558,Cadw
6085963,409681,LB2,3527,Cadw
6085964,409682,LB2,3528,Cadw
6085965,409683,LB2,3529,Cadw
6085966,409684,LB2,3531,Cadw
6085972,409693,LB2,4085,Cadw
6085974,409696,LB2,18346,Cadw
6085977,409699,LB2,18355,Cadw
6085981,409711,LB2,432,Cadw
6085982,409712,LB2,80698,Cadw
6085983,409713,LB2,1789,Cadw
6085986,409716,LB2,26995,Cadw
6085987,409717,LB2,10147,Cadw
6085989,409719,LB2,15741,Cadw
6085991,409721,LB2*,15871,Cadw
6085994,409724,LB2,4159,Cadw
6086003,409741,LB2,85247,Cadw
6086009,409747,LB2,3544,Cadw
6086010,409748,LB2,3543,Cadw
6086011,409749,LB2,3536,Cadw
6086012,409750,LB2,3537,Cadw
6086013,409751,LB2,3538,Cadw
6086014,409752,LB2,3533,Cadw
6086017,409755,LB2,3534,Cadw
6086018,409756,LB2,3535,Cadw
6086027,409769,LB2,10425,Cadw
6086028,409770,LB2,14749,Cadw
6086044,409788,LB2,22648,Cadw
6086081,409839,LB2,22366,Cadw
6087808,409856,LB2,25848,Cadw
6087810,409857,LB2,2150,Cadw
6087814,409858,SAM,PE554,Cadw
6087848,409913,LB2,5843,Cadw
6087849,409914,LB2,3566,Cadw
6087873,409963,PRN,00716m,Glamorgan-Gwent Historic Environment Record
6087883,409969,PRN,03060w,Glamorgan-Gwent Historic Environment Record
6087883,409969,LB2,23917,Cadw
6087890,409988,LB2,24434,Cadw
6087891,409989,PRN,02749s,Glamorgan-Gwent Historic Environment Record
6087891,409989,LB2,82684,Cadw
6087896,409996,LB2,82324,Cadw
6087913,410021,LB2,1813,Cadw
6087914,410022,LB2,24054,Cadw
6087915,410023,LB2,84400,Cadw
6087918,410025,LB2,15018,Cadw
6087932,410056,LB2,18060,Cadw
6087942,410069,LB2,85179,Cadw
6087943,410071,LB2,81773,Cadw
6087949,410076,LB2,16346,Cadw
6087951,410077,LB2,1540,Cadw
6087953,410079,LB2,17778,Cadw
6087956,410087,LB2,87408,Cadw
6087981,410136,LB2,24622,Cadw
6087983,410141,LB2,13377,Cadw
6088009,410175,PRN,15315,Dyfed Historic Environment Record
6088027,410206,LB2,82791,Cadw
6088028,410207,LB2,24032,Cadw
6088030,410212,PRN,02159,Glamorgan-Gwent Historic Environment Record
6088045,410231,SAM,CN409,Cadw
6088061,410271,LB2,18045,Cadw
6088082,410316,LB2,24908,Cadw
6088096,410346,LB2,17865,Cadw
6088097,410347,LB2,488,Cadw
6088100,410353,LB2,26625,Cadw
6088126,410406,LB2,3526,Cadw
6088127,410407,LB2,16725,Cadw
6088128,410408,LB2,87603,Cadw
6088136,410431,LB2,80972,Cadw
6088139,410433,LB2,10585,Cadw
6088139,410433,PRN,18244,Dyfed Historic Environment Record
6088140,410434,LB2,21818,Cadw
6088143,410442,LB2,23346,Cadw
6088147,410445,PRN,30729,Gwynedd Historic Environment Record
6088152,410452,LB2,87606,Cadw
6088154,410456,LB2,5070,Cadw
6088181,410496,LB2,82785,Cadw
6088186,410503,LB2,81820,Cadw
6088192,410511,LB2,80737,Cadw
6088202,410521,LB2,20579,Cadw
6088204,410523,LB2,81871,Cadw
6088205,410524,LB2,410524,Cadw
6088210,410536,LB2,16415,Cadw
6088212,410538,LB2,26244,Cadw
6088213,410539,LB2,17542,Cadw
6088215,410540,LB2,24476,Cadw
6088218,410551,LB2,23947,Cadw
6088222,410558,LB2,24593,Cadw
6088231,410582,LB2,24101,Cadw
6088233,410586,SAM,CM385,Cadw
6088235,410587,SAM,CM386,Cadw
6088236,410588,SAM,MM346,Cadw
6089705,410589,SAM,MM351,Cadw
6089716,410606,SAM,PE555,Cadw
6089733,410632,LB2,21918,Cadw
6089752,410652,LB2,87273,Cadw
6089780,410686,LB2,16577,Cadw
6089783,410692,LB2,87174,Cadw
6089791,410697,LB2,4054,Cadw
6089794,410698,LB2,3047,Cadw
6089792,410704,LB2,14930,Cadw
6089821,410735,LB2,14672,Cadw
6089825,410739,LB2,4901,Cadw
6089842,410756,LB2,19617,Cadw
6089847,410759,LB2,20118,Cadw
6089853,410771,LB2,18045,Cadw
6089868,410793,LB2,25599,Cadw
6089865,410796,LB2,20347,Cadw
6089878,410805,LB2,26004,Cadw
6089889,410826,LB2,3965,Cadw
6089891,410831,LB2,15915,Cadw
6089894,410833,LB2*,24939,Cadw
6089959,410908,LB2,26156,Cadw
6089975,410928,LB2,14874,Cadw
6089980,410936,LB2,87609,Cadw
6089996,410961,LB2,14262,Cadw
6090002,410975,LB2*,2312,Cadw
6090003,410976,LB2,25204,Cadw
6090004,410977,LB2,727,Cadw
6090005,410978,LB2,19200,Cadw
6090016,410996,LB2,19895,Cadw
6090031,411028,LB2,3845,Cadw
6090038,411037,LB2,25335,Cadw
6090049,411048,LB2,22719,Cadw
6090050,411056,LB2,3047,Cadw
6090051,411057,LB2,3047,Cadw
6090080,411101,LB2,87612,Cadw
6090082,411103,LB2,17131,Cadw
6090083,411104,LB2,87613,Cadw
6090084,411105,LB2,87614,Cadw
6090085,411106,LB2,87615,Cadw
6090093,411113,LB2,6383,Cadw
6090091,411116,LB2,87616,Cadw
6090116,411153,LB2,23463,Cadw
6090117,411154,LB2,23428,Cadw
6090127,411178,LB2,4008,Cadw
6090128,411179,LB2,25538,Cadw
6090132,411183,LB2,17343,Cadw
6090135,411188,LB2,24906,Cadw
6090140,411194,LB2,21471,Cadw
6090142,411196,LB2,2351,Cadw
6090144,411201,LB2,24852,Cadw
6090146,411203,LB2,84350,Cadw
6090147,411204,LB2,4206,Cadw
6090150,411211,LB2,2566,Cadw
6090160,411236,LB2,5718,Cadw
6090161,411237,LB2,18560,Cadw
6090162,411238,LB2,1782,Cadw
6090164,411241,LB2,5577,Cadw
6090187,411267,LB2,16874,Cadw
6090197,411286,LB2,82318,Cadw
6090199,411296,SAM,BR229A;BR229D,Cadw
6090201,411302,LB2,87617,Cadw
6090206,411303,LB2,23108,Cadw
6090209,411311,LB2,26170,Cadw
6090211,411321,LB2,21002,Cadw
6090214,411332,LB2,19992,Cadw
6090215,411336,LB1,7747,Cadw
6090216,411337,LB1,15122,Cadw
6090228,411348,LB2,18345,Cadw
6090243,411363,LB2,21858,Cadw
6090254,411377,LB2,8158,Cadw
6090287,411421,LB2,87127,Cadw
6090288,411422,LB2,5092,Cadw
6090304,411443,PRN,30716,Gwynedd Historic Environment Record
6090347,411501,LB2,87637,Cadw
6090366,411521,LB2,87618,Cadw
6090368,411522,LB2,82689,Cadw
6090369,411523,LB2,87624,Cadw
6090370,411524,LB2,87625,Cadw
6090373,411532,LB2,84678,Cadw
6090381,411551,LB2,24167,Cadw
6090382,411552,LB2,85224,Cadw
6090386,411558,LB2,5055,Cadw
6090390,411566,LB2,84761,Cadw
6090393,411569,LB2,23138,Cadw
6090395,411572,SAM,CD239F,Cadw
6090396,411573,LB2,6010,Cadw
6090399,411576,LB2,26604,Cadw
6090447,411637,LB2,12487,Cadw
6090448,411641,LB2,25825,Cadw
6090449,411642,LB2,22671,Cadw
6090451,411647,LB2,9095,Cadw
6090453,411649,LB2,26253,Cadw
6090454,411650,LB2,20523,Cadw
6090457,411657,LB2,9879,Cadw
6090458,411658,PRN,18030,Dyfed Historic Environment Record
6090464,411671,LB2,16512,Cadw
6090465,411672,LB2,81302,Cadw
6090467,411674,LB2,2113,Cadw
6090499,411721,LB2,87626,Cadw
6090504,411736,LB2,15698,Cadw
6090509,411738,LB2,14713,Cadw
6090517,411749,LB2,85508,Cadw
6090540,411769,LB2,23166,Cadw
6090549,411786,LB2,23148,Cadw
6090551,411792,LB2,25320,Cadw
6090570,411826,LB2,18226,Cadw
6090873,411875,PRN,142166,Clwyd-Powys Historic Environment Record
6090920,411931,LB2,85706,Cadw
6090955,411983,LB2,16144,Cadw
6090995,412027,LB2,16870,Cadw
6091026,412072,LB2,86863,Cadw
6091027,412073,LB2,23147,Cadw
6091032,412087,LB2,23409,Cadw
6091034,412088,LB2,87627,Cadw
6091042,412101,LB2,25383,Cadw
6091043,412102,LB2*,27145,Cadw
6091049,412116,LB2,83155,Cadw
6091053,412122,LB2,23303,Cadw
6091054,412123,LB2,26893,Cadw
6091062,412142,SAM,DE094,Cadw
6091073,412161,LB2,25332,Cadw
6091074,412162,LB2,24992,Cadw
6091101,412201,LB2,17687,Cadw
6091117,412220,LB2,23985,Cadw
6091130,412234,LB2,11634,Cadw
6091142,412261,LB2,16906,Cadw
6091144,412263,LB2,87440,Cadw
6091145,412264,LB2,24427,Cadw
6091151,412271,LB2,25363,Cadw
6091154,412272,LB2,10134,Cadw
6091156,412279,LB2*,26235,Cadw
6091173,412312,LB2,20877,Cadw
6091174,412313,LB2,18569,Cadw
6091175,412316,LB2,24672,Cadw
6091176,412317,LB2,11400,Cadw
6091177,412318,LB2*,17115,Cadw
6091239,412404,LB2,14596,Cadw
6091277,412453,LB2,19963,Cadw
6091278,412454,LB2,19701,Cadw
6091283,412461,LB2,18898,Cadw
6091301,412488,LB2,3511,Cadw
6091310,412501,LB2,6080,Cadw
6091312,412506,LB2,16530,Cadw
6091317,412516,SAM,PE560,Cadw
6091330,412533,LB2,26162,Cadw
6091345,412556,LB2,371,Cadw
6091347,412558,LB2,87630,Cadw
6091389,412615,LB2,87634,Cadw
6091393,412621,LB2,87633,Cadw
6091440,412731,LB2*,8760,Cadw
6091455,412757,LB2,85025,Cadw
6091456,412758,LB2,25053,Cadw
6091460,412766,LB2,87635,Cadw
6091473,412778,LB2,87631,Cadw
6091484,412796,LB2,3519,Cadw
6091495,412821,SAM,GM621,Cadw
6091525,412856,SAM,MM353,Cadw
6091551,412881,PRN,4792,Dyfed Historic Environment Record
6091605,412981,LB2,20576,Cadw
6091607,412983,LB2,19594,Cadw
6091626,413004,LB2,20275,Cadw
6091629,413016,LB2,84715,Cadw
6091631,413022,SAM,BR069,Cadw
6091632,413026,SAM,BR070,Cadw
6091633,413027,SAM,BR070,Cadw
6091637,413036,LB2,16434,Cadw
6091694,413121,LB2,85628,Cadw
6091695,413122,LB2,2549,Cadw
6091699,413131,LB2,4960,Cadw
6091708,413152,LB2,25032,Cadw
6091717,413182,LB2,25688,Cadw
6091722,413206,PRN,11814,Dyfed Historic Environment Record
6091723,413207,PRN,11794,Dyfed Historic Environment Record
6091724,413208,PRN,11792,Dyfed Historic Environment Record
6091725,413209,PRN,11777,Dyfed Historic Environment Record
6091726,413210,PRN,11776,Dyfed Historic Environment Record
6091727,413211,PRN,11795,Dyfed Historic Environment Record
6091728,413216,PRN,11782,Dyfed Historic Environment Record
6091729,413217,PRN,11797,Dyfed Historic Environment Record
6091730,413218,PRN,28151,Dyfed Historic Environment Record
6091734,413227,PRN,5766,Gwynedd Historic Environment Record
6091735,413228,SAM,GM620,Cadw
6091736,413229,PRN,5763,Gwynedd Historic Environment Record
6091737,413230,PRN,4368,Gwynedd Historic Environment Record
6091738,413231,PRN,1712,Gwynedd Historic Environment Record
6091739,413232,PRN,1713,Gwynedd Historic Environment Record
6091740,413236,PRN,1714,Gwynedd Historic Environment Record
6091741,413237,PRN,2941,Gwynedd Historic Environment Record
6091742,413238,PRN,1716,Gwynedd Historic Environment Record
6091743,413239,PRN,1717,Gwynedd Historic Environment Record
6091745,413242,LB2,26736,Cadw
6091750,413251,LB2,13190,Cadw
6091761,413283,LB2,3840,Cadw
6091764,413286,LB2,86857,Cadw
6091775,413305,SAM,MM355,Cadw
6091794,413336,LB2,19624,Cadw
6091829,413390,LB2,19863,Cadw
6091835,413397,LB2,19234,Cadw
6091841,413416,LB2,20616,Cadw
6091844,413421,LB2,87639,Cadw
6091856,413432,LB2,23332,Cadw
6091858,413437,LB2,23694,Cadw
6091860,413441,LB2,23370,Cadw
6091861,413442,LB2,22711,Cadw
6091862,413443,LB2,20150,Cadw
6091883,413469,LB2,23291,Cadw
6091980,413611,SAM,CM387,Cadw
6091981,413616,LB2,417,Cadw
6091982,413617,LB2,87641,Cadw
6091983,413618,LB2,25336,Cadw
6091993,413631,LB2,19078,Cadw
6091994,413632,LB2,26634,Cadw
6091995,413636,LB2,13995,Cadw
6092052,413721,LB2,87642,Cadw
6092053,413726,LB2,27132,Cadw
6092067,413741,LB2,24933,Cadw
6092084,413757,PRN,55928,Dyfed Historic Environment Record
6092085,413758,LB2,20528,Cadw
6092086,413759,LB2,3033,Cadw
6092097,413786,LB2,18430,Cadw
6092098,413787,LB2,18431,Cadw
6092099,413788,LB2,18432,Cadw
6092100,413789,LB2,18433,Cadw
6092101,413790,LB2,18434,Cadw
6092102,413791,LB2,18435,Cadw
6092103,413792,LB2,18436,Cadw
6092110,413807,LB2,20550,Cadw
6092111,413808,LB2,26559,Cadw
6092112,413811,PRN,67169,Clwyd-Powys Historic Environment Record
6092113,413812,PRN,4801,Clwyd-Powys Historic Environment Record
6092115,413814,PRN,13328,Clwyd-Powys Historic Environment Record
6092118,413816,LB2,23364,Cadw
6092119,413821,PRN,20568,Gwynedd Historic Environment Record
6092120,413822,PRN,21772,Gwynedd Historic Environment Record
6092121,413823,PRN,20371,Gwynedd Historic Environment Record
6092123,413824,LB2,26527,Cadw
6092124,413825,PRN,8269,Gwynedd Historic Environment Record
6092125,413826,LB2,26578,Cadw
6092127,413828,PRN,20872,Gwynedd Historic Environment Record
6092133,413837,PRN,10013,Clwyd-Powys Historic Environment Record
6092134,413838,SAM,FL179,Cadw
6092137,413842,LB2,25341,Cadw
6092138,413843,LB2,25435,Cadw
6092140,413844,LB2,26903,Cadw
6092139,413846,PRN,5821,Dyfed Historic Environment Record
6092145,413853,LB2,85229,Cadw
6092155,413863,PRN,3186,Dyfed Historic Environment Record
6092160,413877,PRN,19765,Clwyd-Powys Historic Environment Record
6092162,413879,PRN,36061,Dyfed Historic Environment Record
6092162,413879,SAM,CD197,Cadw
6092179,413899,PRN,13322,Clwyd-Powys Historic Environment Record
6092180,413900,PRN,13328,Clwyd-Powys Historic Environment Record
6092176,413901,PRN,37369,Clwyd-Powys Historic Environment Record
6092183,413907,LB2,16297,Cadw
6092195,413934,PRN,07794,Gwynedd Historic Environment Record
6092196,413935,PRN,4790,Clwyd-Powys Historic Environment Record
6092203,413946,PRN,8272,Gwynedd Historic Environment Record
6092213,413955,PRN,24145,Dyfed Historic Environment Record
6092246,414011,LB2,81959,Cadw
6092248,414016,LB2,21688,Cadw
6092257,414027,LB2,13546,Cadw
6092264,414043,LB2,26328,Cadw
6092270,414051,LB2,83221,Cadw
6092279,414071,LB2,1835,Cadw
6092298,414106,LB2,83145,Cadw
6092307,414119,LB2,87671,Cadw
6092319,414136,LB2,87669,Cadw
6092333,414172,LB2,86809,Cadw
6092352,414214,PRN,18109,Clwyd-Powys Historic Environment Record
6092353,414215,PRN,18222,Clwyd-Powys Historic Environment Record
6092354,414216,PRN,18226,Clwyd-Powys Historic Environment Record
6092369,414244,SAM,BR416,Cadw
6092366,414246,PRN,13334,Clwyd-Powys Historic Environment Record
6092366,414246,LB2*,18755,Cadw
6092494,414421,SAM,BR422,Cadw
6092508,414438,LB2,23248,Cadw
6092512,414446,LB2,22296,Cadw
6092515,414449,LB2,13217,Cadw
6092595,414550,LB2,22518,Cadw
6092598,414553,PRN,1580,Clwyd-Powys Historic Environment Record
6092613,414570,PRN,111,Clwyd-Powys Historic Environment Record
6092614,414571,PRN,113,Clwyd-Powys Historic Environment Record
6092615,414572,PRN,150,Clwyd-Powys Historic Environment Record
6092616,414573,PRN,8573,Clwyd-Powys Historic Environment Record
6092619,414578,PRN,61599,Dyfed Historic Environment Record
6092619,414578,LB2,82065,Cadw
6092622,414587,PRN,2003,Clwyd-Powys Historic Environment Record
6092636,414627,SAM,ME264,Cadw
6092669,414679,LB2,19902,Cadw
6092674,414693,LB2,87647,Cadw
6092704,414737,LB2,18284,Cadw
6092762,414812,LB2*,21086,Cadw
6092765,414818,LB2*,26710,Cadw
6092863,414991,LB2,87654,Cadw
6092976,415160,LB2*,87554,Cadw
6093081,415318,PRN,4748,Gwynedd Historic Environment Record
6093110,415386,LB2,84421,Cadw
6093174,415471,LB2,15908,Cadw
6093190,415501,LB2,2113,Cadw
6093193,415502,SAM,GM622,Cadw
6093194,415511,SAM,BR421,Cadw
6093197,415514,LB2*,13311,Cadw
6093262,415616,PRN,20966,Gwynedd Historic Environment Record
6093279,415651,LB2,26955,Cadw
6093292,415676,SAM,CD143,Cadw
6093301,415688,SAM,PE181,Cadw
6093322,415713,SAM,PE181,Cadw
6093323,415714,SAM,PE181,Cadw
6093324,415715,SAM,PE181,Cadw
6093358,415767,LB2,87653,Cadw
6093385,415816,LB2,87652,Cadw
6093386,415817,LB2,87651,Cadw
6093420,415856,SAM,CN402,Cadw
6097896,415910,LB2,16895,Cadw
6097901,415926,LB2,16889,Cadw
6097904,415929,LB2,16889,Cadw
6097906,415931,LB2,16889,Cadw
6097908,415933,LB2,16889,Cadw
6097913,415938,LB2,4693,Cadw
6097920,415949,LB2,16891,Cadw
6097978,416024,LB2,82755,Cadw
6097989,416041,LB2,87643,Cadw
6097990,416042,LB2,87644,Cadw
6097991,416043,LB2,87645,Cadw
6097992,416044,LB2,87646,Cadw
6098123,416213,PRN,20305,Gwynedd Historic Environment Record
6098189,416307,LB2,19634,Cadw
6098202,416326,PRN,25298,Gwynedd Historic Environment Record
6098228,416370,LB2,14322,Cadw
6098270,416481,LB2,25702,Cadw
6098270,416481,LB2,25702,Cadw
6098276,416491,LB2,14664,Cadw
6099443,416531,LB2,21265,Cadw
6099511,416656,LB2,87655,Cadw
6099565,416727,LB2,15141,Cadw
6099568,416736,LB2*,25968,Cadw
6099577,416751,LB2,25183,Cadw
6099578,416756,PRN,16862,Clwyd-Powys Historic Environment Record
6099578,416756,LB2*,84374,Cadw
6099648,416842,PRN,02567w,Glamorgan-Gwent Historic Environment Record
6099648,416842,LB2,22768,Cadw
6099661,416866,LB2,17116,Cadw
6099738,416942,LB2,15367,Cadw
6099766,416985,LB2,16890,Cadw
6099841,417076,LB2,20955,Cadw
6099842,417081,LB2*,13149,Cadw
6099863,417111,SAM,CN269,Cadw
6099876,417137,SAM,CN269,Cadw
6099877,417138,SAM,CN269,Cadw
6099888,417161,PRN,2319w,Glamorgan-Gwent Historic Environment Record
6099889,417162,PRN,2318w,Glamorgan-Gwent Historic Environment Record
6099914,417211,LB2,87657,Cadw
6099917,417212,LB2,18723,Cadw
6099942,417256,SAM,MG333,Cadw
6099949,417281,LB2,17262,Cadw
6099950,417286,LB2,26956,Cadw
6099951,417291,LB2,86808,Cadw
6099956,417296,LB2,4551,Cadw
6099957,417301,LB2,4764,Cadw
6099958,417306,LB2,26131,Cadw
6099960,417316,LB2,20404,Cadw
6099961,417321,LB2,16037,Cadw
6099996,417374,LB2,16991,Cadw
6099998,417376,LB2,24067,Cadw
6100012,417402,LB2,23349,Cadw
6100013,417403,LB2,17794,Cadw
6100014,417406,LB2,23120,Cadw
6100017,417407,LB2,87658,Cadw
6100030,417436,LB2,80762,Cadw
6100046,417452,LB2,20424,Cadw
6100049,417455,LB2,18884,Cadw
6100052,417466,LB2,17335,Cadw
6100088,417521,LB2,4520,Cadw
6100101,417538,LB2,8683,Cadw
6100141,417593,LB2*,3873,Cadw
6100145,417601,LB2,14728,Cadw
6100146,417602,LB2,1448,Cadw
6100170,417648,LB2,22300,Cadw
6100175,417656,LB2,14547,Cadw
6100179,417671,LB2,23473,Cadw
6100183,417681,LB2,25993,Cadw
6100192,417696,PRN,12434,Dyfed Historic Environment Record
6100207,417710,LB2,4481,Cadw
6105390,417761,LB2,7410,Cadw
6105399,417791,LB2,22038,Cadw
6105401,417796,LB2,22283,Cadw
6105448,417857,LB2*,13532,Cadw
6105455,417886,LB2,85244,Cadw
6105468,417918,LB2,23825,Cadw
6105469,417921,LB2,21072,Cadw
6105487,417946,SAM,MM302,Cadw
6105488,417947,SAM,MM302,Cadw
6105489,417948,SAM,MM303,Cadw
6105497,417962,LB2,21600,Cadw
6105503,417971,LB2,22182,Cadw
6105511,417981,LB2,84528,Cadw
6105519,417987,LB2,22299,Cadw
6105522,417990,LB2,15763,Cadw
6105531,418003,PRN,17457,Dyfed Historic Environment Record
6105541,418013,LB2,11886,Cadw
6105541,418013,PRN,4705,Dyfed Historic Environment Record
6105552,418026,LB2,26631,Cadw
6105553,418027,LB2,26580,Cadw
6105563,418037,LB2,5208,Cadw
6105577,418053,LB2,20188,Cadw
6105580,418056,LB2,9702,Cadw
6105595,418074,LB2,9714,Cadw
6105622,418101,LB2,9274,Cadw
6105640,418126,LB2,20382,Cadw
6105642,418128,SAM,DE202,Cadw
6105646,418132,LB2,87660,Cadw
6105653,418141,LB2,26974,Cadw
6105662,418153,LB2,84449,Cadw
6105704,418204,LB2,15637,Cadw
6105710,418209,LB2,23131,Cadw
6105729,418232,LB2,10994,Cadw
6105736,418241,LB2,10427,Cadw
6105737,418242,LB2,10429,Cadw
6105739,418243,LB2,20913,Cadw
6105738,418246,LB2,20914,Cadw
6105745,418254,LB2,19066,Cadw
6105764,418273,LB2,13379,Cadw
6105765,418274,LB2,84111,Cadw
6105788,418299,LB2,9912,Cadw
6105800,418304,LB2*,26598,Cadw
6105802,418305,LB2,11890,Cadw
6105809,418315,LB2,18660,Cadw
6105804,418316,LB2,11891,Cadw
6105813,418327,LB2,85374,Cadw
6105828,418342,PRN,1866,Dyfed Historic Environment Record
6105835,418345,LB2,9544,Cadw
6105833,418349,LB2*,10940,Cadw
6105838,418353,LB2,9545,Cadw
6105840,418356,PRN,4742,Dyfed Historic Environment Record
