NUMLINK,ResourceID,NMRW_RCAHMW_Class,Possible_RCCLASS
6120583,543054,12C,Not Applicable
6119832,543055,12C,Not Applicable
6119833,543056,10C,Not Applicable
6121201,543057,6E,Not Applicable
6121202,543058,12C,Not Applicable
6121653,543059,2B,Not Applicable
6121654,543060,10D,Not Applicable
6121655,543061,17C,Possible Type
6121656,543062,16B,Not Applicable
6121657,543063,12C,Not Applicable
6121659,543064,12A,Not Applicable
6121660,543065,12C,Not Applicable
6121245,543066,10C,Not Applicable
6121246,543067,12C,Not Applicable
6121273,543068,10C,Not Applicable
6121274,543069,12C,Not Applicable
6121275,543070,12C,Not Applicable
6121276,543071,12C,Not Applicable
6121658,543072,12C,Not Applicable
6121277,543073,12C,Not Applicable
6121278,543074,12C,Not Applicable
6121279,543075,10C,Not Applicable
6121308,543076,12C,Not Applicable
6121309,543077,12C,Not Applicable
6121310,543078,12C,Not Applicable
6121311,543079,10C,Not Applicable
6121312,543080,10C,Not Applicable
6121337,543081,12C,Not Applicable
6121338,543082,12A,Not Applicable
6121339,543083,12C,Not Applicable
6121340,543084,12C,Not Applicable
6121341,543085,12C,Not Applicable
6121342,543086,10C,Not Applicable
6121343,543087,10C,Not Applicable
6121369,543088,10C,Not Applicable
6121370,543089,10C,Not Applicable
6121371,543090,10C,Not Applicable
6121372,543091,12C,Not Applicable
6121373,543092,10C,Not Applicable
6121399,543093,10C,Not Applicable
6121400,543094,13C,Not Applicable
6121401,543095,6A,Possible Type
6121402,543096,13C,Not Applicable
6121403,543097,13C,Not Applicable
6121404,543098,13C,Not Applicable
6121405,543099,12C,Not Applicable
6121406,543100,13C,Not Applicable
6121429,543101,12C,Not Applicable
6121430,543102,12C,Not Applicable
6121431,543103,10B,Not Applicable
6121432,543104,12C,Not Applicable
6121461,543105,10C,Not Applicable
6121462,543106,2E,Not Applicable
6121463,543107,13C,Not Applicable
6120433,543108,12C,Not Applicable
6120434,543109,2B,Not Applicable
6120435,543110,12C,Not Applicable
6120436,543111,2B,Not Applicable
6120437,543112,12C,Not Applicable
6120438,543113,2B,Not Applicable
6120439,543114,2B,Not Applicable
6120440,543115,12C,Not Applicable
6120441,543116,2B,Not Applicable
6120442,543117,12C,Not Applicable
6120443,543118,10C,Not Applicable
6120444,543119,12C,Not Applicable
6121464,543120,12C,Not Applicable
6121465,543121,2B,Not Applicable
6121494,543122,12C,Not Applicable
6121495,543123,12C,Not Applicable
6121496,543124,12C,Not Applicable
6121497,543125,12C,Not Applicable
6121498,543126,12C,Not Applicable
6121499,543127,12C,Not Applicable
6121209,543128,10B,Not Applicable
6121210,543129,2E,Not Applicable
6121211,543130,12A,Possible Type
6121212,543131,2C,Not Applicable
6121213,543132,12C,Not Applicable
6121241,543133,2B,Not Applicable
6121242,543134,12C,Possible Type
6121243,543135,12C,Not Applicable
6121244,543136,12C,Not Applicable
6121500,543137,12C,Not Applicable
6121524,543138,12C,Not Applicable
6121525,543139,12C,Not Applicable
6121526,543140,2E,Not Applicable
6121527,543141,12C,Not Applicable
6121528,543142,2B,Not Applicable
6121529,543143,12C,Not Applicable
6121548,543144,12C,Not Applicable
6121549,543145,12C,Not Applicable
6121550,543146,12C,Not Applicable
6121551,543147,12C,Not Applicable
6121552,543148,12C,Not Applicable
6121553,543149,12C,Not Applicable
6121574,543150,12C,Not Applicable
6121575,543151,6E,Not Applicable
6121576,543152,12C,Not Applicable
6121577,543153,12C,Not Applicable
6121578,543154,12C,Not Applicable
6121579,543155,12C,Not Applicable
6121580,543156,12C,Not Applicable
6121606,543157,12C,Not Applicable
6121607,543158,12C,Not Applicable
6121608,543159,12C,Not Applicable
6121609,543160,12C,Not Applicable
6121610,543161,12C,Not Applicable
6121611,543162,12C,Not Applicable
6121612,543163,12C,Not Applicable
6121636,543164,12C,Not Applicable
6121637,543165,12C,Not Applicable
6121638,543166,10C,Not Applicable
6121639,543167,12B,Not Applicable
6121640,543168,10B,Not Applicable
6121661,543169,10C,Not Applicable
6121662,543170,10B,Not Applicable
6121663,543171,12F,Possible Type
6118948,544000,18A,Not Applicable
6126031,544001,18A,Not Applicable
6118949,544002,18A,Not Applicable
6118950,544003,18A,Not Applicable
6118951,544004,18A,Not Applicable
6118952,544005,18A,Not Applicable
6118953,544006,18A,Not Applicable
6118937,544007,18A,Not Applicable
6119135,544008,18A,Not Applicable
6119136,544009,18A,Not Applicable
6119137,544010,18A,Not Applicable
6119138,544011,18A,Not Applicable
6119139,544012,18A,Not Applicable
6126032,544013,18A,Not Applicable
6119140,544014,18A,Not Applicable
6119141,544015,18A,Not Applicable
6119142,544016,12C,Not Applicable
6119143,544017,18A,Not Applicable
6119144,544018,18A,Not Applicable
6119145,544019,18A,Not Applicable
6118938,544020,18A,Not Applicable
6118940,544021,18A,Not Applicable
6118941,544022,9A,Not Applicable
6118975,544023,18A,Not Applicable
6118976,544025,18A,Not Applicable
6118977,544026,18A,Not Applicable
6118965,544027,16E,Not Applicable
6118970,544028,18A,Not Applicable
6118971,544029,18A,Not Applicable
6118974,544030,18A,Not Applicable
6118966,544031,18A,Not Applicable
6118967,544032,18A,Not Applicable
6118968,544033,9A,Not Applicable
6118969,544034,18A,Not Applicable
6118985,544035,18A,Not Applicable
6118986,544036,18A,Not Applicable
6118987,544037,18A,Not Applicable
6118988,544038,18A,Not Applicable
6119146,544039,18A,Not Applicable
6119147,544040,18A,Not Applicable
6119148,544041,18A,Not Applicable
6118989,544042,18A,Not Applicable
6118990,544043,18A,Not Applicable
6119000,544044,18A,Not Applicable
6118991,544045,18A,Not Applicable
6118997,544046,18A,Not Applicable
6119001,544047,18A,Not Applicable
6118998,544048,18A,Not Applicable
6118999,544049,16A,Not Applicable
6119002,544050,18A,Not Applicable
6119003,544051,18A,Not Applicable
6119004,544052,18A,Not Applicable
6119005,544053,18A,Not Applicable
6119006,544054,16A,Not Applicable
6119007,544055,18A,Not Applicable
6119008,544056,18A,Not Applicable
6119009,544057,18A,Not Applicable
6119010,544058,18A,Not Applicable
6119149,544059,18A,Not Applicable
6119150,544060,18A,Not Applicable
6119129,544061,18A,Not Applicable
6119130,544062,18A,Not Applicable
6119131,544063,18A,Not Applicable
6119011,544064,18A,Not Applicable
6119012,544065,18A,Not Applicable
6118992,544066,18A,Not Applicable
6118993,544067,18A,Not Applicable
6118994,544068,18A,Not Applicable
6118978,544069,18A,Not Applicable
6118979,544070,11E,Not Applicable
6118980,544071,16A,Not Applicable
6118981,544072,18A,Not Applicable
6118996,544074,16A,Not Applicable
6119044,544075,18A,Not Applicable
6119045,544076,12D,Not Applicable
6119046,544077,10C,Not Applicable
6119047,544078,18A,Not Applicable
6119048,544079,18E,Not Applicable
6119049,544080,18A,Not Applicable
6119050,544081,18A,Not Applicable
6119013,544082,18A,Not Applicable
6119014,544083,16A,Not Applicable
6119015,544084,16A,Not Applicable
6119016,544085,18A,Not Applicable
6119017,544086,18A,Not Applicable
6119018,544087,18A,Not Applicable
6119019,544088,18A,Not Applicable
6119020,544089,18A,Not Applicable
6119022,544090,18A,Not Applicable
6119023,544091,18A,Not Applicable
6119024,544092,18A,Not Applicable
6118982,544093,18A,Not Applicable
6118983,544094,18A,Not Applicable
6118984,544095,18A,Not Applicable
6118954,544096,18A,Not Applicable
6118955,544097,18A,Not Applicable
6118956,544098,18A,Not Applicable
6126033,544099,18A,Not Applicable
6126040,544100,18A,Not Applicable
6126041,544101,18B,Not Applicable
6126048,544102,18A,Not Applicable
6126054,544103,18A,Not Applicable
6119025,544105,18A,Not Applicable
6119031,544106,18A,Not Applicable
6119033,544107,18A,Not Applicable
6119034,544108,18A,Not Applicable
6119035,544109,18A,Not Applicable
6119036,544110,17D,Not Applicable
6119037,544111,18A,Not Applicable
6119038,544112,16A,Not Applicable
6119039,544113,18A,Not Applicable
6119040,544114,18A,Not Applicable
6119041,544115,18A,Not Applicable
6119026,544116,18A,Not Applicable
6119027,544117,10A,Not Applicable
6119029,544118,18A,Not Applicable
6119030,544119,18A,Not Applicable
6119028,544120,18A,Not Applicable
6119051,544121,18A,Not Applicable
6119052,544122,18A,Not Applicable
6119053,544123,18A,Not Applicable
6119054,544124,18A,Not Applicable
6119055,544125,18A,Not Applicable
6119056,544126,18A,Not Applicable
6119057,544127,16A,Not Applicable
6119058,544128,16A,Not Applicable
6119059,544129,18A,Not Applicable
6119060,544130,18A,Not Applicable
6119061,544131,16A,Not Applicable
6119062,544132,8B,Not Applicable
6119063,544133,18A,Not Applicable
6119069,544134,16A,Not Applicable
6119070,544135,18A,Not Applicable
6119071,544136,12D,Not Applicable
6119072,544137,18A,Not Applicable
6119073,544138,12D,Not Applicable
6119076,544139,18A,Not Applicable
6119077,544140,18A,Not Applicable
6119078,544141,16A,Not Applicable
6119079,544142,12D,Not Applicable
6119080,544143,18A,Not Applicable
6119081,544144,18A,Not Applicable
6119082,544145,18A,Not Applicable
6119074,544146,18A,Not Applicable
6119075,544147,16A,Not Applicable
6119083,544148,1A,Not Applicable
6119084,544149,8A,Not Applicable
6119085,544150,16A,Not Applicable
6119086,544151,18A,Not Applicable
6119087,544152,16E,Not Applicable
6119088,544153,18A,Not Applicable
6119089,544154,18A,Not Applicable
6119090,544155,16A,Not Applicable
6119064,544156,18A,Not Applicable
6126059,544157,18G,Not Applicable
6118960,544158,16A,Not Applicable
6118961,544159,16A,Not Applicable
6118962,544160,18A,Not Applicable
6118963,544161,18A,Not Applicable
6118964,544162,16A,Not Applicable
6119065,544163,18A,Not Applicable
6119066,544164,18A,Not Applicable
6119067,544165,18A,Not Applicable
6119068,544166,18A,Not Applicable
6119111,544167,18A,Not Applicable
6119112,544168,18A,Not Applicable
6119113,544169,18A,Not Applicable
6119114,544170,18A,Not Applicable
6119115,544171,10A,Not Applicable
6119116,544172,10A,Not Applicable
6119117,544173,12D,Not Applicable
6119118,544174,18A,Not Applicable
6119119,544175,16A,Not Applicable
6119091,544176,16A,Not Applicable
6119092,544177,18A,Not Applicable
6119093,544178,18A,Not Applicable
6119120,544179,18A,Not Applicable
6119121,544180,18A,Not Applicable
6119122,544181,16A,Not Applicable
6119094,544182,18A,Not Applicable
6119095,544183,18A,Not Applicable
6119096,544184,18A,Not Applicable
6119097,544185,18A,Not Applicable
6119098,544186,9A,Not Applicable
6119099,544187,9A,Not Applicable
6119100,544188,9A,Not Applicable
6119101,544189,9A,Not Applicable
6119102,544190,9A,Not Applicable
6119103,544191,9A,Not Applicable
6119106,544192,19A,Not Applicable
6119127,544193,9A,Not Applicable
6119128,544194,18A,Not Applicable
6119132,544195,18A,Not Applicable
6126065,544196,18H,Not Applicable
6126066,544197,18G,Not Applicable
6126072,544198,18G,Not Applicable
6126073,544199,18G,Not Applicable
6126079,544200,18G,Not Applicable
6126080,544201,18G,Not Applicable
6126085,544202,18G,Not Applicable
6126086,544203,18G,Not Applicable
6126087,544204,18G,Not Applicable
6126091,544205,18G,Not Applicable
6126092,544206,18G,Not Applicable
6126097,544207,18G,Not Applicable
6126098,544208,18G,Not Applicable
6126102,544209,18G,Not Applicable
6126103,544210,18G,Not Applicable
6126107,544211,18H,Not Applicable
6126108,544212,18G,Not Applicable
6126109,544213,18G,Not Applicable
6126015,544214,18G,Not Applicable
6126016,544215,18G,Not Applicable
6126034,544216,18G,Not Applicable
6126035,544217,18G,Not Applicable
6126042,544218,18G,Not Applicable
6126043,544220,18G,Not Applicable
6126049,544221,18G,Not Applicable
6126050,544222,18G,Not Applicable
6126055,544223,18G,Not Applicable
6126060,544224,18G,Not Applicable
6126061,544225,18G,Not Applicable
6126067,544226,18G,Not Applicable
6126068,544228,18A,Not Applicable
6126074,544229,18A,Not Applicable
6126075,544230,18H,Not Applicable
6126076,544231,18H,Not Applicable
6126081,544232,18H,Not Applicable
6126082,544233,18G,Not Applicable
6126088,544234,18G,Not Applicable
6126093,544235,18G,Not Applicable
6126099,544236,18G,Not Applicable
6126104,544237,18G,Not Applicable
6126017,544238,18H,Not Applicable
6126020,544239,18G,Not Applicable
6126024,544240,18G,Not Applicable
6126028,544241,18G,Not Applicable
6126021,544242,18G,Not Applicable
6126025,544243,18G,Not Applicable
6126029,544244,18G,Not Applicable
6126036,544245,18G,Not Applicable
6126044,544246,18H,Not Applicable
6126051,544247,18H,Not Applicable
6126056,544248,18H,Not Applicable
6126062,544250,18G,Not Applicable
6126069,544251,18G,Not Applicable
6126077,544252,18G,Not Applicable
6126083,544253,18G,Not Applicable
6126089,544254,18G,Not Applicable
6126094,544255,18G,Not Applicable
6126100,544256,18G,Not Applicable
6126105,544257,18G,Not Applicable
6126018,544258,18G,Not Applicable
6126022,544259,18G,Not Applicable
6126026,544260,18G,Not Applicable
6125956,544261,18G,Not Applicable
6125960,544262,18G,Not Applicable
6125964,544263,18G,Not Applicable
6125969,544264,18G,Not Applicable
6125974,544265,18G,Not Applicable
6125979,544266,18G,Not Applicable
6125985,544267,18G,Not Applicable
6125991,544268,18G,Not Applicable
6125996,544269,18G,Not Applicable
6126002,544270,18A,Not Applicable
6126008,544271,18G,Not Applicable
6126013,544272,18G,Not Applicable
6125937,544273,18G,Not Applicable
6125941,544274,18g,Not Applicable
6125946,544275,18G,Not Applicable
6125950,544276,18G,Not Applicable
6125957,544277,18G,Not Applicable
6125961,544278,18G,Not Applicable
6125965,544279,18G,Not Applicable
6125970,544280,18H,Not Applicable
6125975,544281,18G,Not Applicable
6125980,544282,18G,Not Applicable
6125986,544283,18G,Not Applicable
6125992,544284,18G,Not Applicable
6125997,544285,18G,Not Applicable
6126003,544286,18G,Not Applicable
6126009,544287,18G,Not Applicable
6126014,544288,18G,Not Applicable
6125938,544289,18G,Not Applicable
6125942,544290,18G,Not Applicable
6125951,544292,18H,Not Applicable
6125952,544293,18H,Not Applicable
6125953,544295,18H,Not Applicable
6125954,544296,18H,Not Applicable
6125958,544297,18H,Not Applicable
6125962,544298,18H,Not Applicable
6125966,544299,18H,Not Applicable
6125967,544300,18H,Not Applicable
6125971,544301,18H,Not Applicable
6125976,544302,18H,Not Applicable
6125981,544303,18H,Not Applicable
6125982,544304,18H,Not Applicable
6125987,544305,18H,Not Applicable
6125988,544306,18H,Not Applicable
6125989,544307,18H,Not Applicable
6125993,544308,18H,Not Applicable
6125998,544309,18H,Not Applicable
6125999,544310,18H,Not Applicable
6126004,544311,18H,Not Applicable
6126005,544312,18H,Not Applicable
6126010,544313,18H,Not Applicable
6126011,544314,18H,Not Applicable
6125939,544315,18H,Not Applicable
6125943,544316,18H,Not Applicable
6125944,544317,18H,Not Applicable
6125947,544318,18H,Not Applicable
6125948,544319,18H,Not Applicable
6125955,544320,18H,Not Applicable
6125959,544321,18H,Not Applicable
6125963,544322,18H,Not Applicable
6125968,544323,18H,Not Applicable
6125972,544324,18H,Not Applicable
6125973,544325,18H,Not Applicable
6125977,544326,18H,Not Applicable
6125978,544327,18H,Not Applicable
6125983,544328,18H,Not Applicable
6125984,544329,18H,Not Applicable
6125990,544330,18H,Not Applicable
6125994,544331,18H,Not Applicable
6125995,544332,18H,Not Applicable
6126000,544333,18H,Not Applicable
6126001,544334,18H,Not Applicable
6126006,544335,18H,Not Applicable
6126007,544336,18H,Not Applicable
6126012,544337,18H,Not Applicable
6125936,544338,18H,Not Applicable
6125940,544339,18H,Not Applicable
6125945,544340,18H,Not Applicable
6125949,544341,18H,Not Applicable
6126159,544343,18H,Not Applicable
6126166,544344,18H,Not Applicable
6126173,544345,18H,Not Applicable
6126174,544346,18H,Not Applicable
6126181,544347,18H,Not Applicable
6126182,544348,18H,Not Applicable
6126189,544349,18H,Not Applicable
6126190,544350,18H,Not Applicable
6126196,544351,18H,Not Applicable
6126203,544352,18H,Not Applicable
6126214,544353,18H,Not Applicable
6126220,544354,18H,Not Applicable
6126224,544355,18H,Not Applicable
6126225,544356,18H,Not Applicable
6126230,544357,18H,Not Applicable
6126231,544358,18H,Not Applicable
6126238,544359,18H,Not Applicable
6126239,544360,18H,Not Applicable
6126246,544361,18H,Not Applicable
6126128,544362,18H,Not Applicable
6126138,544363,18H,Not Applicable
